ID,语句
09-001,天者，阴阳、寒暑、时制也；地者，远近、险易、广狭、死生也。——《孙子兵法·计篇》
09-002,自然，是精神在他者中的沉睡。——《哲学史讲演录》〔译〕
09-003,志之难也，不在胜人，在自胜也。——《韩非子·喻老》
09-004,君子周而不比，小人比而不周。——《论语·为政》
09-005,水流花开，不待人谋而自现。——《正法眼藏·現成公案》
09-006,天亦人之曾祖父也。——《春秋繁露·为人者天》
09-007,人之所因者，天也；天之所生者，独化也。——《庄子注·大宗师》
09-008,学者只宜于伦物上识真空，不当于伦物上辨伦物。——《焚书·答邓石阳》
09-009,沉沦是此在逃避自身自由的惯常方式。——《存在与时间》§38〔译〕
09-010,灵魂记得前世在天上所见的理念，故见地上事物便能唤起回忆。——〔译〕《斐德罗》249c—250a
09-011,父子君臣，天下之定理，无所逃于天地之间。——《遗书》卷五 ⚠️二程未分（见程颐文件同条，二先生语，此处并列存查）
09-012,是以君子知形恃神以立，神须形以存，悟生理之易失，知一过之害生。——《养生论》
09-013,尧舜事业，如一点浮云过太虚。——《遗书》卷三
09-014,六和敬：身和同住、口和无诤、意和同悦、戒和同修、见和同解、利和同均。——《增一阿含经·卷三》
09-015,真正的慰藉不在消遣，而在与上帝的和解。——《思想录》〔意译〕
09-016,人的尊严不在理性，而在对存在的守护。——《关于人道主义的书信》〔译〕
09-017,命运很少干涉智者；他最重大的事务，皆由理性主宰。——〔译〕《主要学说》KD 16
09-018,今但愿守陋巷，教养子孙，时与亲旧叙阔，陈说平生，浊酒一杯，弹琴一曲，志愿毕矣。——《与山巨源绝交书》
09-019,哲学是对于真际底理智底分析。——《新理学·绪论》
09-020,参差多态乃是幸福的本源。——《幸福之路》〔按：罗素转引桑塔耶纳，详见第五节〕
09-021,相形不如论心，论心不如择术。——《荀子·非相》
09-022,教养是顺境中的装饰，逆境中的避难所。——〔译〕《残篇》DK B56（斯托拜乌斯转引）
09-023,心灵对自身与自己的身体具有清楚分明的知识。——《伦理学》第五部分·命题九〔意译〕
09-024,若欲修行，在家亦得，不由在寺。——《坛经》（敦煌本）
09-025,不识本心，学法无益。——《坛经》（敦煌本）
09-026,法无顿渐，人有利钝。——《坛经》（敦煌本）
09-027,心若不安，当观呼吸出入。——《正法眼藏·坐禅箴》
09-028,在轴心时代之后，人类始终共享一个精神的「内存」。——《历史的起源与目标》〔意译〕
09-029,存在者并无虚空，因为虚空便是非存在，而它不存在。——〔译〕《论自然》残篇 DK B8（辛普里丘转引）
09-030,真正的痛苦，是意识到自己本可以不同。——《致死的疾病》（Anti-Climacus）〔译〕
09-031,物聚集天、地、神、人四重整体。——《林中路·物》〔译〕
09-032,爱者终不于某处相遇，他们本在彼此之中。——《玛斯纳维·卷二》〔译〕
09-033,圣心无知，故无所不知；不知之知，乃曰一切知。——《般若无知论》
09-034,物之物性，在四重整体的居留中显明。——《林中路·物》〔译〕
09-035,真正的内在，不依赖于外在的掌声。——《附录与补遗·论独处》〔译〕
09-036,此多彩之世界，如绳上蛇，唯是摩耶之显现。——《梵经注·卷二》〔译〕
09-037,正义起源于人类为互利而订立的协议。——《人性论》卷三·部二·章二〔意译〕
09-038,道常无为而无不为，顺自然也。——《老子注·三十七章》
09-039,一个世代的罪，是会遗忘个体。——《日记》（Papirer）〔译〕
09-040,改变你的思想，就改变了你的处境。——《沉思录》卷六·10〔意译〕
09-041,良知呼唤此在回到它最本己的能自身存在。——《存在与时间》§57〔译〕
09-042,连环可解也。——《庄子·天下》（历物十事之八）
09-043,觉解是人生底最高底要素。——《新原人·第一章》
09-044,骄傲是心灵之疾，较欲望更难医。——《宗教学科的复兴》〔译〕
09-045,返求诸己，自识本心。——《十力语要·卷一》
09-046,性比于禾，善比于米；米出禾中，而禾未可全为米也；善出性中，而性未可全为善也。——《春秋繁露·深察名号》
09-047,学道之人，须绝名利之念。——《学道用心集》
09-048,人类最大的灾祸，来自那些自以为掌握绝对真理的人。——《怀疑论集》〔意译〕
09-049,天下之物皆能穷，只是一理。——《遗书》卷十五
09-050,万物皆由冲突而生（义近 B80、B53 之归纳）。——〔译〕《残篇》〔⚠️ 义近归纳，非独立残篇；据 B80、B53〕
09-051,感觉都是真实的；错误不在感官，而在我们的判断。——〔译〕《致希罗多德的信》LH
09-052,一个人若从不怀疑自己，他便从未真正思考过。——《猜想与反驳》〔意译〕
09-053,我们对外物锱铢必较，对时间却挥金如土；时间一旦失去便永不再来。——《论生命之短暂·2》〔译〕
09-054,看星辰的运行，如同与它们一同前行；人虽渺小，理性却与天体同源。——《论天意·1》〔译〕
09-055,百姓日用，即是天道。——《焚书》 〔意近「穿衣吃饭」说〕 ⚠️
09-056,是故存言者，非得象者也；存象者，非得意者也。——《周易略例·明象》
09-057,不欺暗室，是入德之门。——《十力语要·卷三》 〔意译〕
09-058,你若知足，则贫亦富；你若贪求，则富亦贫。——《宗教学科的复兴》〔译〕
09-059,把高贵的目标置于眼前，纵不能至，心向之亦足以自正。——《致鲁基里乌斯书信集·第11封》〔译〕
09-060,仁之美者在于天。天，仁也。——《春秋繁露·王道通三》
09-061,穷则独善其身，达则兼善天下。——《孟子·尽心上》
09-062,保国者，其君其臣肉食者谋之。——《日知录·正始》
09-063,我拒绝永生，因为它让每一个瞬间的重量消失。——《西西弗神话》〔意译〕
09-064,忍耐（ṣabr）是信士的鞍。——《宗教学科的复兴》〔译〕
09-065,今者吾丧我。——《庄子·齐物论》
09-066,人们即便听见，也像聋子一般；俗谚道：在场而不在场。——〔译〕《残篇》DK B34（希波吕托斯转引）
09-067,是以言往不必往，古今常存；称去不必去，谓不住为本。——《物不迁论》
09-068,单子内在变化的原则是欲求（appetition）。——《单子论》第15节〔意译〕
09-069,真正的我，乃是一个在思维而无广延的东西。——《第一哲学沉思集》第六沉思〔意译〕
09-070,设计论类比从一个有限样本推出无限结论，不可靠。——《人类理解研究》第十一章〔意译〕
09-071,我们实际上一无所知；因为真理居于深渊之底。——〔译〕《残篇》DK B125（塞克斯都·恩披里柯转引）
09-072,人人都寻求幸福，无一例外；这是毫无例外的唯一欲望。——《思想录》L425〔意译〕
09-073,财赋之出于民者，当使民知其所出。——《天下郡国利病书》 〔意译〕
09-074,自由与必然的争论，多半是语词之争。——《人类理解研究》第八章〔意译〕
09-075,不患寡而患不均，不患贫而患不安。——《论语·季氏》
09-076,凡战者，以正合，以奇胜。——《孙子兵法·势篇》
09-077,读书不求仕，但养其心。——《徒然草》〔译〕
09-078,君见恶，则群臣匿端；君见好，则群臣诬能。——《韩非子·二柄》
09-079,善用兵者，役不再籍，粮不三载。——《孙子兵法·作战篇》
09-080,我们人人都带着改造世界的愿望，却连治理自己的心都做不到。——《思想录》〔意译〕⚠️
09-081,恶不能伤害善人，无论生前还是死后。——柏拉图《申辩篇》41d〔译〕
09-082,上士闻道，勤而行之；中士闻道，若存若亡；下士闻道，大笑之。——《道德经·第四十一章》
09-083,天下皆知美之为美，斯恶已；皆知善之为善，斯不善已。——《道德经·第二章》
09-084,一个社会的优劣，不看其法律多寡，而看其公民是否自愿向善。——《论仁慈·1》〔译〕
09-085,世界是事实而非事物的总和。——《逻辑哲学论》1.1〔译〕
09-086,人是他每一次拒绝的总和。——《堕落》〔意译〕
09-087,我们虽不能逐一列尽理由，却可信每一事物都有理由。——《神义论》〔意译〕
09-088,凡付诸行动而只关己身的事，个人的独立是绝对的。——《论自由》〔译〕
09-089,历史是人通过物质实践自我创造的进程。——《辩证理性批判》〔译〕
09-090,只有当我选择自己，我才真正实现了自我。——《非此即彼》（Victor Eremita 编纂）〔译〕
09-091,自然，是意志在无数等级上的客体化。——《作为意志和表象的世界》〔译〕
09-092,我的自由，只有当我对他人自由开放时才成立。——《哲学》〔意译〕
09-093,人即有南北，佛性即无南北。——《坛经》（敦煌本）
09-094,理则天下只是一个理，故推之四海而准。——《遗书》卷二上
09-095,学者学此心也，求者求此心也。——《传习录》中
09-096,羊合牛非马，牛合羊非鸡。——《公孙龙子·通变论》
09-097,我越是思想，越发现自己既伟大又卑微。——《思想录》L114〔意译〕
09-098,与其碧，宁黄。黄，其马也；其与类乎！碧，其鸡也；其与暴乎！——《公孙龙子·通变论》
09-099,神在本性上是一切善的源泉；人分有善，是通过依理性而行，而非通过占有。——《手册·24》〔意译〕
09-100,天理也，其与人之善，非从而赋之，全其在人耳。——《正蒙·诚明》
09-101,某虽学问浅陋，而胸中磊落，无一点私意。——《亭林文集》 〔意译〕
09-102,独处，是精神成熟者的需要。——《附录与补遗·论独处》〔译〕
09-103,名不正，则言不顺；言不顺，则事不成。——《论语·子路》
09-104,万物的秩序，源于原子的形状、位置与排列之差异。——〔译〕《残篇》DK B（艾修斯/第欧根尼·拉尔修 IX 转引）
09-105,上帝死了，而且是我们杀死了他。——《快乐的科学》第125节
09-106,死不是生命的事件，无人经历自己的死。——《逻辑哲学论》6.4311〔译〕
09-107,两座城从创世到末日并行其间；其分别，不在地域而在所爱。——《上帝之城·14·28》〔译〕
09-108,天道只是理。理是如此，则天如此。——《语类》卷一
09-109,爱，在本质上是为种族延续服务的幻象。——《作为意志和表象的世界》〔译〕
09-110,吾所以有大患者，为吾有身；及吾无身，吾有何患？——《道德经·第十三章》
09-111,把你的心灵从外物中召回；它一旦散逸，便随波而去。——《致鲁基里乌斯书信集·第28封》〔译〕
09-112,我能思想，所以我高于那吞没我的宇宙。——《思想录》L113〔意译〕
09-113,君子役物，小人役于物。——《荀子·修身》
09-114,真理在此岸是谬误，在彼岸又是真理——人间的规则如此相对。——《思想录》L294〔意译〕
09-115,凡有皆始于无，故未形无名之时，则为万物之始。——《老子注·一章》
09-116,克娄巴特拉的鼻子若短一分，整个世界的面貌都会改变。——《思想录》L425〔意译〕
09-117,确有不可说的东西，它显现自身，这就是神秘之物。——《逻辑哲学论》6.522〔译〕
09-118,无去者非有去也，故曰：白马非马。——《公孙龙子·白马论》
09-119,关系是一面镜子，照见真实的自己。——《人生中不可不想的事》〔译〕
09-120,凡人以感官为凭，遂以为万物在生灭流转。——〔译〕《论自然》残篇 DK B8（辛普里丘转引）
09-121,社会是你我关系的延伸，非外在于个人。——《人生中不可不想的事》〔译〕
09-122,以武力强人改宗，既不产生真信仰，也破坏和平。——《论宗教宽容》〔意译〕
09-123,心体即性体。——《心体与性体·第一部》
09-124,现象不实，而实体非无。——《新唯识论·卷下》 〔意译〕
09-125,故天地万物，凡所有者，不可一日而相无也。——《庄子注·大宗师》
09-126,吾心之灵，不由外铄。——《明儒学案》 〔意译〕
09-127,三世十方，不出当前一念。——。——《正法眼藏·有時》 #self-other
09-128,我想要的，是被爱多于爱人；但二者都不可或缺。——《幸福之路》〔译〕
09-129,龙之所以为名者，乃以白马之论尔。——《公孙龙子·迹府》
09-130,众因缘生法，我说即是空，亦为是假名，亦是中道义。——《中论·观四谛品》（三是偈）
09-131,我们以为在描述事物的本质，其实在描述语法的秩序。——《哲学研究》§371〔译〕
09-132,神是宇宙的理与善；人分有理性，故能与神相通。——《论天意·1》〔译〕
09-133,在隆冬，我终于知道，我身上有一个不可战胜的夏天。——《夏天》〔译〕
09-134,智慧始于惊奇。——柏拉图《泰阿泰德篇》155d
09-135,修行般若，心不着色，不住声香味触法。——《大智度论·卷一》（无住生心）
09-136,南方有倚人焉，曰黄缭，问天地所以不坠不陷、风雨雷霆之故。惠施不辞而应，不虑而对，遍为万物说。——《庄子·天下》
09-137,知识分两种：经由亲知的，与经由描述的。——《哲学问题》〔译〕
09-138,名誉，是他人眼中的我，而非真实的我。——《附录与补遗·人生的智慧》〔译〕
09-139,光明与黑夜彼此交替，构成凡人眼中的世界。——〔译〕《论自然》残篇 DK B9（辛普里丘转引，据多克萨义）
09-140,向死而生：唯有当人直面自身之死，他才本真地存在。——《存在与时间》§53〔译〕
09-141,故夫贤圣之兴文也，起事不空为，因因不妄作，作有益于化，化有补于正。——《论衡·书解》
09-142,真正的知识，是改变你的生命，而非填满记忆。——《宗教学科的复兴》〔译〕
09-143,灵魂的不死，因它受理性之纯形式所托；肉身可朽，灵性不灭。——《神学大全·I·q.75·a.6》〔译〕
09-144,父权不等于君权；二者的来源根本不同。——《政府论两篇·上篇》〔意译〕
09-145,有理而后有象，有象而后有数。——《遗书》卷二十一
09-146,故其为有马也，不可以谓马马也。——《公孙龙子·白马论》
09-147,财聚于上，怨集于下，亡国之征也。——《明夷待访录·财计》 〔意译〕
09-148,我的语言的界限意味着我的世界的界限。——《逻辑哲学论》5.6〔译〕#self-other
09-149,欲望分为三类：自然的且必要的、自然的但不必要的、既非自然亦非必要的。——〔译〕《主要学说》KD 30
09-150,仁慈是自然赋予人的社会性情感。——《人性论》卷三·部二·章一〔意译〕
09-151,疑情不破，不可放参。——《正法眼藏·辨道話》
09-152,不仁而得国者，有之矣；不仁而得天下者，未之有也。——《孟子·尽心下》
09-153,我们极少为所拥有的快乐，却常为所丧失的而痛苦。——《附录与补遗·人生的智慧》〔译〕
09-154,「我思」比任何关于形体的知识都更清楚、更分明显现给我。——《第一哲学沉思集》第二沉思〔意译〕
09-155,夫人生而具此耳目口鼻，则必有此声色臭味之欲。——《焚书·答邓石阳》
09-156,理是事物之所以为事物者。——《新理学·第一章》
09-157,文化世界是主体间共同构造的意义宇宙。——《笛卡尔式的沉思》第五沉思〔意译〕
09-158,无限的时间包含相等的快乐；有限的时日若以理性衡量，亦然。——〔译〕《主要学说》KD 19
09-159,有定理而无定法，法久则弊生。——《日知录》 〔意译〕
09-160,假若非存在者也能被思，则它便已是某种存在。——〔译〕《论自然》残篇 DK B3（辛普里丘转引）
09-161,极权主义的意识形态，用逻辑把一切事实重写为必然。——《极权主义的起源》〔译〕
09-162,死后无名，生前亦空，何苦营营？——《鲁拜集》〔译〕
09-163,惠施以此为大，观于天下而晓辩者。——《庄子·天下》
09-164,一只燕子不成春，一日之福亦不成幸福；幸福需完满的一生与外在善。——〔译〕《尼各马可伦理学》1099b—1100a
09-165,青白不相与而相与，反对也；不相邻而相邻，不害其方也。——《公孙龙子·通变论》
09-166,真实之我，非生非灭，非缚非脱；缚脱皆是妄见。——《梵经注·卷三》〔译〕
09-167,德有所长而形有所忘。——《庄子·德充符》
09-168,不要因为一次过失而苛责自己太久。——《沉思录》卷十·30〔意译〕
09-169,春秋无义战。——《孟子·尽心下》
09-170,真理不是某个人的财产，而是公共批判的产物。——《客观知识》〔意译〕
