ID,语句
06-001,形既生矣，神发知矣，五性感动而善恶分，万事出矣。——《太极图说》
06-002,自由市场与开放社会一样，靠纠错而非靠完美运转。——《开放社会及其敌人》〔意译〕
06-003,先王之世，以道治天下；后世只是以法把持天下。——《遗书》卷十一
06-004,嗜欲深者，天机浅。——《徒然草》〔译〕
06-005,良知是造化的精灵。这些精灵，生天生地，成鬼成帝，皆从此出。——《传习录》下
06-006,不要让众多待办之事扰乱你：其中哪些是今日必做的？——《手册·34》〔译〕
06-007,理者，物之固然，事之所以然也。——《读通鉴论·卷末·叙论》
06-008,他辩！青以白，非黄乎？曰：然。——《公孙龙子·通变论》
06-009,理在气中，气无非理。——《读通鉴论》 〔意译〕
06-010,凡国家终止之处，才有开始成为人的人。——《查拉图斯特拉如是说·论新的偶像》〔意译〕
06-011,故命贵，从贱地自达；命贱，从富位自危。——《论衡·命禄》
06-012,上帝之城与世俗之城并存，前者以爱为标准，后者以自爱为标准。——《思想录》L455〔意译〕
06-013,理性的诚实，要求我先假设自己是错的。——《我的哲学的发展》〔意译〕
06-014,科学的发展，不是积累真理，而是通过猜想与反驳不断纠错。——《猜想与反驳》〔译〕
06-015,人是一根芦苇，但他是会思想的芦苇；宇宙用不着武装起来消灭他。——《思想录》L113〔意译〕
06-016,心若无光，则外物愈多，内愈暗。——《宗教学科的复兴》〔译〕
06-017,坐禅之时，不期悟、不惧迷，只管打坐。——《正法眼藏·坐禅箴》
06-018,此在在世，意味着它总已与物和人照面。——《存在与时间》§12〔译〕
06-019,我不愿被归类；每一次归类都是一次轻微的死亡。——《权力的眼睛》〔意译〕
06-020,人最难看清的，是自己语言游戏的语法。——《哲学研究》〔意译〕
06-021,君子居必择乡，游必就士。——《荀子·劝学》
06-022,治家在俭，治国在公。——《徒然草》〔译〕
06-023,公民团体的福祉是头等大事；它安，则一切安。——〔译〕《残篇》DK B252（斯托拜乌斯转引）
06-024,整个自然是一个整体，万物互为因果、相互规定。——《伦理学》第一部分·命题二十八〔意译〕
06-025,不要想，而要看。——《哲学研究》§66〔译〕
06-026,治人事天莫若啬……有国之母，可以长久。——《老子注·五十九章》
06-027,仁，人心也；义，人路也。——《孟子·告子上》
06-028,过量的自我关注，是一切不幸的根源。——《幸福之路》〔译〕
06-029,处乱世而能守其身者，唯节义而已。——《亭林文集》 〔意译〕
06-030,追求安全感的欲望，制造了无尽的焦虑。——《重新认识你自己》〔译〕
06-031,仁是「於穆不已」之天命实体。——《心体与性体·第一部》 〔意译〕
06-032,士大夫之无耻，是谓国耻。——《日知录·廉耻》
06-033,公共领域，是我们在其中以言语与行动显现彼此的地方。——《人的境况》〔译〕
06-034,天下尽市道之交也。——《焚书·论交难》
06-035,董仲舒览孙、孟之书，作《情性》之说，谓性有善质，而未能为善。——《论衡·本性》
06-036,写下的文字如同绘画：它不能自辩，也不知对谁该言、对谁当默。——〔译〕《斐德罗》275d—277a
06-037,百理俱在，平铺放着。几时道尧尽君道，添得些君道多；舜尽子道，添得些孝道多？——《遗书》卷二上
06-038,大知闲闲，小知间间。——《庄子·齐物论》
06-039,单子论使人尊崇那作为万物根源的统一。——《单子论》第62节〔意译〕
06-040,摩西、耶稣、穆罕默德，皆归尘土。——《鲁拜集》〔译〕
06-041,命，吉凶之主也。——《论衡·命禄》
06-042,真主以泥土造人，又以人造瓶以盛酒。——《鲁拜集》〔译〕
06-043,财产，是自由的最初定在。——《法哲学原理·§41》〔译〕
06-044,众生与佛，犹如水与波，湿性不异。——《正法眼藏·仏法》
06-045,成佛证圣，惟在明心。——《焚书·答邓石阳》
06-046,羞于求教者，也将羞于学习。——〔译〕《残篇》DK B73（斯托拜乌斯转引）
06-047,焦虑揭示了我不由自主被抛入的世界。——《哲学》〔意译〕
06-048,两座城由两种爱建成：地上的城由爱己以至于轻神建成，天上的城由爱神以至于轻己建成。——《上帝之城·14·28》〔译〕
