ID,语句
15-001,颜子一箪食，一瓢饮，在陋巷，人不堪其忧，而不改其乐焉。——《通书·颜子》
15-002,宰相既罢，天子更无与为礼者矣。——《明夷待访录·置相》
15-003,心之本体，原自不动。——《传习录》下
15-004,财富不带来德性，德性才带来财富及一切其他好处，无论对个人还是对城邦。——柏拉图《申辩篇》30b〔译〕
15-005,大君者，吾父母宗子；其大臣，宗子之家相也。——《西铭》
15-006,我总是我的可能性；最极端的可能是死亡。——《存在与时间》§50〔译〕
15-007,日月星辰，皆依佛法而运行。——《正法眼藏·仏法》
15-008,我在市集进食，因自然从不以必需为耻。——〔译〕《名哲言行录》卷六·32
15-009,诗人写出好诗，靠的是天赋与灵感，而不是智慧。——柏拉图《申辩篇》22b—c〔译〕
15-010,我活着，是为示范一种不被任何东西奴役的人生。——〔意译〕《名哲言行录》卷六（据其生平立意）
15-011,幸福不在财富、不在荣誉、不在肉身之乐；这些皆不足满全人心。——《神学大全·I-II·q.2·a.8》〔译〕
15-012,天下之患，在于贫弱而上下相蒙。——《日知录》 〔意译〕
15-013,宇宙间没有真正的虚空，也没有两个绝对同时的瞬间。——《与克拉克论战书信集》〔意译〕
15-014,行可兼知，而知不可兼行。——《尚书引义·说命中》
15-015,治疗性的哲学，是把我从语法的蛊惑中解放。——《哲学研究》§133〔译〕
15-016,胜人者有力，自胜者强。——《道德经·第三十三章》
15-017,一个时代的平庸，在于无人愿为真理受苦。——《日记》（Papirer）〔译〕
15-018,人是无用的激情，渴望成为自在自为的上帝。——《存在与虚无》〔译〕
15-019,时间是一连串的当下，过去已逝，未来未至。——《宗教学科的复兴》〔译〕
15-020,神把你交付给你自己；因此你的首要责任，是守住自己内在的城池，不被外物攻陷。——《论说集·1·1》〔意译〕
15-021,无念者，于念而无念；无相者，于相而离相。——《坛经》（敦煌本）
15-022,某些命题对我而言是河流床，行动在其上展开。——《论确实性》§96〔译〕
15-023,世上只有两类人：自认有罪的正人，与自认正直的罪人。——《思想录》L355〔意译〕
15-024,士贵为己，务自适。——《语录》
15-025,过则勿惮改。——《论语·学而》
15-026,一切美善皆来自你；我若自以为有，便是窃取你的荣耀。——《忏悔录·1·4》〔译〕
15-027,夫天地之常，以其心普万物而无心；圣人之常，以其情顺万事而无情。——《定性书》
15-028,不断省察自己与他人，是人生最高的幸福。——柏拉图《申辩篇》38a 前后〔译〕
15-029,我应当，故我能够。——《道德形而上学奠基》〔译〕
