ID,语句
07-001,自我立法的人，才是真正自由的人。——《道德形而上学奠基》〔译〕
07-002,朝廷者，天下之根本；人主者，朝廷之根本。——《语录》（卷二十二）
07-003,童心者，真心也。夫童心者，绝假纯真，最初一念之本心也。——《焚书·童心说》
07-004,王法、佛法，各有所主；在家行王法，出家行佛法。——《杂阿含经·卷三十八》
07-005,我宁愿要不确定的真理，也不要确定的谬误。——《我的哲学的发展》〔意译〕
07-006,成为基督徒，意味着日复一日地成为它。——《结论性的非科学附言》（Johannes Climacus）〔译〕
07-007,不学礼，无以立。——《论语·季氏》
07-008,诗人让语言作为语言现身。——《林中路·语言》〔译〕
07-009,一个人的价值，不取决于他拥有什么，而取决于他如何运用那不由他选择的处境。——《手册·15》〔意译〕
07-010,仓无备粟，不可以待凶饥。——《墨子·七患》
07-011,见领航员、医生、哲人，我觉人最智慧；见解梦者、谄媚者、趋附权贵者，我觉人最愚。——〔译〕《名哲言行录》卷六·56
07-012,天地之符，阴阳之副，常设于身，身犹天也。——《春秋繁露·人副天数》
07-013,不到三百年，所有人的名字都将被遗忘。——《沉思录》卷九·30〔意译〕
07-014,战争是自然的灾难，和平必须以制度来保障。——《永久和平论》（1795）〔译〕
07-015,色无常，无常即苦，苦即非我；如是观者，名真实正观。——《杂阿含经·卷一》
07-016,吾人须是自作主宰，不可依傍别人门户。——《焚书》 ⚠️〔意译〕
07-017,立国之道，在用人、立法二者而已。——《读通鉴论》 〔意译〕
07-018,吾心之是非，自有权衡，不待取给于孔子而后定也。——《焚书·答耿中丞》
07-019,精神贫乏者，只能向外索取娱乐。——《附录与补遗·人生的智慧》〔译〕
07-020,艾希曼的麻烦在于：像他那样的人太多了，他们既非变态也非残忍，只是可怕地、可怕地正常。——《艾希曼在耶路撒冷》〔译〕
07-021,穷则变，变则通，通则久。——《易传·系辞注》
07-022,性别的不平等，根植于错误的社会成见。——《论妇女的从属地位》〔译〕
07-023,希望与恐惧都来自对不确定事件的生动想象。——《人性论》卷二·章三〔意译〕
07-024,人之性，善可变为恶，恶可变为善。——《论衡·率性》
07-025,邦之利器，不可以示人。——《韩非子·喻老》
07-026,翕以合辟，辟以运翕。——《新唯识论·卷上》
07-027,自由的重量，使人无处躲藏。——《存在与虚无》〔意译〕
07-028,载营魄抱一，能无离乎？——《道德经·第十章》
07-029,做不义之事，比承受不义更坏。——柏拉图《高尔吉亚篇》469b〔译〕※
07-030,自由制度，需要与之匹配的居民素质。——《代议制政府》〔译〕
07-031,性只是理，气则能凝结造作。——《语类》卷四
07-032,你当先治己心，而后能治世事。——《宗教学科的复兴》〔译〕
07-033,人皆可以至圣人，而君子之学必至于圣人而后已。不至于圣人而后已者可无忧乎？——《遗书》卷二十五
07-034,单子没有窗户，不能有任何东西进去或出来。——《单子论》第7节
07-035,义理无穷，必从日用间实下工夫。——《明儒学案》 〔意译〕
07-036,自身的完整，胜过一切系统化的答案。——《笔记》〔意译〕
07-037,体道，则其智深；其智深，则其会远。——《韩非子·解老》
07-038,没有理智的声名与财富，是不稳固的。——〔译〕《残篇》DK B53（斯托拜乌斯转引）
07-039,自性若悟，众生是佛；自性若迷，佛是众生。——《坛经》（敦煌本）
07-040,健康，是人生的第一财富。——《附录与补遗·人生的智慧》〔译〕
07-041,识仁，是入圣之门。——《圆善论》 〔意译〕
07-042,悲剧，让我们在别人的苦难中看见自己的命运。——《作为意志和表象的世界》〔译〕
07-043,说「我们」比说「我」更安全，也更空洞。——《日记》（Papirer）〔译〕
07-044,识得本心，方知万物皆备于我。——《十力语要·卷二》 〔意译〕
