ID,对象域
13-001,自我
13-002,自我
13-003,自我
13-004,他者
13-005,符号
13-006,自我
13-007,符号
13-008,自我
13-009,他者
13-010,他者
13-011,符号
13-012,自我
13-013,世界
13-014,自我
13-015,符号
13-016,自我
13-017,他者
13-018,他者
13-019,世界
13-020,自我
13-021,自我
13-022,自我
13-023,世界
13-024,自我
13-025,符号
13-026,他者
13-027,自我
13-028,符号
13-029,自我
13-030,他者
13-031,自我
13-032,他者
13-033,他者
13-034,自我
13-035,世界
13-036,他者
13-037,他者
13-038,世界
13-039,自我
13-040,他者
13-041,符号
13-042,自我
13-043,他者
13-044,自我
13-045,他者
13-046,符号
13-047,自我
13-048,他者
13-049,他者
13-050,同一
13-051,符号
13-052,世界
13-053,他者
13-054,世界
13-055,世界
13-056,自我
13-057,他者
13-058,符号
13-059,符号
13-060,自我
13-061,自我
13-062,符号
13-063,符号
13-064,世界
13-065,他者
13-066,世界
13-067,自我
13-068,自我
13-069,他者
13-070,他者
13-071,自我
13-072,自我
13-073,自我
13-074,自我
13-075,世界
13-076,自我
13-077,自我
13-078,他者
13-079,自我
13-080,自我
13-081,他者
13-082,符号
13-083,自我
13-084,他者
13-085,他者
13-086,他者
13-087,他者
13-088,世界
13-089,自我
13-090,他者
13-091,同一
13-092,符号
13-093,他者
13-094,他者
13-095,世界
13-096,世界
13-097,世界
13-098,符号
13-099,他者
13-100,自我
13-101,符号
13-102,自我
13-103,世界
13-104,自我
13-105,自我
13-106,世界
13-107,自我
13-108,世界
13-109,自我
13-110,他者
13-111,他者
13-112,他者
13-113,符号
13-114,自我
13-115,自我
13-116,自我
13-117,自我
13-118,符号
13-119,世界
13-120,符号
13-121,他者
13-122,他者
13-123,自我
13-124,他者
13-125,自我
13-126,他者
13-127,符号
13-128,他者
13-129,自我
13-130,自我
13-131,自我
13-132,符号
13-133,他者
13-134,符号
13-135,世界
13-136,自我
13-137,自我
13-138,自我
13-139,自我
13-140,自我
13-141,他者
13-142,符号
13-143,自我
13-144,世界
13-145,自我
13-146,他者
13-147,世界
13-148,自我
13-149,他者
13-150,符号
13-151,自我
13-152,自我
13-153,他者
13-154,世界
13-155,自我
13-156,自我
13-157,自我
13-158,自我
13-159,自我
13-160,世界
13-161,自我
13-162,他者
13-163,自我
13-164,符号
13-165,世界
13-166,世界
13-167,世界
13-168,符号
13-169,自我
13-170,自我
13-171,世界
13-172,同一
13-173,他者
13-174,自我
13-175,自我
13-176,他者
13-177,自我
13-178,自我
13-179,自我
13-180,自我
13-181,自我
13-182,符号
13-183,世界
13-184,世界
13-185,自我
13-186,自我
13-187,自我
13-188,他者
13-189,自我
13-190,他者
13-191,自我
13-192,自我
13-193,世界
13-194,他者
13-195,自我
13-196,他者
13-197,世界
13-198,他者
13-199,他者
13-200,同一
13-201,世界
13-202,自我
13-203,他者
13-204,自我
13-205,同一
13-206,他者
13-207,自我
13-208,自我
13-209,自我
13-210,自我
13-211,他者
13-212,他者
13-213,自我
13-214,自我
13-215,符号
13-216,自我
13-217,自我
13-218,他者
13-219,自我
13-220,他者
13-221,自我
13-222,他者
13-223,自我
13-224,符号
13-225,自我
13-226,世界
13-227,世界
13-228,自我
13-229,自我
13-230,同一
13-231,符号
13-232,他者
13-233,自我
13-234,他者
13-235,他者
13-236,符号
13-237,自我
13-238,自我
13-239,自我
13-240,自我
13-241,他者
13-242,符号
13-243,同一
13-244,符号
13-245,他者
13-246,符号
13-247,他者
13-248,他者
13-249,自我
13-250,他者
13-251,符号
13-252,自我
13-253,他者
13-254,同一
13-255,他者
13-256,他者
13-257,自我
13-258,世界
13-259,世界
13-260,他者
13-261,符号
13-262,世界
13-263,自我
13-264,符号
13-265,自我
13-266,他者
13-267,世界
13-268,自我
13-269,自我
13-270,世界
13-271,自我
13-272,自我
13-273,世界
13-274,他者
13-275,自我
13-276,符号
13-277,自我
13-278,世界
13-279,同一
13-280,自我
13-281,世界
13-282,自我
13-283,自我
13-284,他者
13-285,符号
13-286,他者
13-287,自我
13-288,世界
13-289,自我
13-290,自我
13-291,自我
13-292,世界
13-293,符号
13-294,他者
13-295,世界
13-296,符号
13-297,符号
13-298,自我
13-299,自我
13-300,自我
