ID,对象域
03-001,世界
03-002,自我
03-003,世界
03-004,自我
03-005,世界
03-006,自我
03-007,自我
03-008,符号
03-009,自我
03-010,自我
03-011,自我
03-012,自我
03-013,自我
03-014,自我
03-015,自我
03-016,自我
03-017,世界
03-018,自我
03-019,自我
03-020,符号
03-021,自我
03-022,世界
03-023,他者
03-024,符号
03-025,他者
03-026,自我
03-027,他者
03-028,自我
03-029,符号
03-030,世界
03-031,自我
03-032,符号
03-033,世界
03-034,自我
03-035,符号
03-036,同一
03-037,他者
03-038,自我
03-039,世界
03-040,同一
03-041,他者
03-042,同一
03-043,自我
03-044,他者
03-045,自我
03-046,同一
03-047,自我
03-048,世界
03-049,自我
03-050,符号
03-051,符号
03-052,符号
03-053,他者
03-054,自我
03-055,自我
03-056,自我
03-057,他者
03-058,他者
03-059,符号
03-060,自我
03-061,世界
03-062,他者
03-063,自我
03-064,自我
03-065,他者
03-066,符号
03-067,自我
03-068,符号
03-069,自我
03-070,他者
03-071,世界
03-072,自我
03-073,自我
03-074,符号
03-075,世界
03-076,自我
03-077,自我
03-078,符号
03-079,世界
03-080,世界
03-081,自我
03-082,自我
03-083,世界
03-084,符号
03-085,他者
03-086,他者
03-087,自我
03-088,他者
03-089,他者
03-090,世界
03-091,符号
03-092,自我
03-093,自我
03-094,自我
03-095,他者
03-096,他者
03-097,自我
03-098,他者
03-099,自我
03-100,自我
03-101,他者
03-102,符号
03-103,自我
03-104,世界
03-105,自我
03-106,他者
03-107,他者
03-108,符号
03-109,符号
03-110,自我
03-111,自我
03-112,自我
03-113,他者
03-114,他者
03-115,他者
03-116,符号
03-117,同一
03-118,自我
03-119,世界
03-120,自我
03-121,世界
03-122,他者
03-123,自我
03-124,符号
03-125,同一
03-126,自我
03-127,自我
03-128,他者
03-129,世界
03-130,他者
03-131,符号
03-132,自我
03-133,他者
03-134,他者
03-135,符号
03-136,自我
03-137,符号
03-138,他者
03-139,他者
03-140,符号
03-141,符号
03-142,自我
03-143,自我
03-144,同一
03-145,符号
03-146,他者
03-147,自我
03-148,自我
03-149,符号
03-150,他者
03-151,他者
03-152,符号
03-153,自我
03-154,符号
03-155,同一
03-156,自我
03-157,世界
03-158,他者
03-159,他者
03-160,世界
03-161,同一
03-162,自我
03-163,世界
03-164,符号
03-165,符号
03-166,符号
03-167,世界
03-168,世界
03-169,符号
03-170,世界
03-171,同一
03-172,自我
03-173,自我
03-174,他者
03-175,自我
03-176,自我
03-177,世界
03-178,自我
03-179,符号
03-180,符号
03-181,自我
03-182,自我
03-183,他者
03-184,自我
03-185,符号
03-186,他者
03-187,自我
03-188,自我
03-189,符号
03-190,自我
03-191,自我
03-192,自我
03-193,自我
03-194,符号
03-195,自我
03-196,同一
03-197,自我
03-198,他者
03-199,符号
03-200,他者
03-201,自我
03-202,同一
03-203,自我
03-204,同一
03-205,自我
03-206,世界
03-207,世界
03-208,自我
03-209,自我
03-210,符号
03-211,世界
03-212,符号
03-213,同一
03-214,自我
03-215,符号
03-216,他者
03-217,世界
03-218,他者
03-219,自我
03-220,自我
03-221,自我
03-222,符号
03-223,他者
03-224,他者
03-225,世界
03-226,他者
03-227,他者
03-228,自我
03-229,自我
03-230,自我
03-231,他者
03-232,自我
03-233,世界
03-234,同一
03-235,自我
03-236,符号
03-237,自我
03-238,他者
03-239,符号
03-240,同一
03-241,他者
03-242,自我
03-243,自我
03-244,自我
03-245,自我
03-246,自我
03-247,同一
03-248,自我
03-249,自我
03-250,自我
03-251,符号
03-252,他者
03-253,自我
03-254,他者
03-255,自我
03-256,他者
03-257,他者
03-258,自我
03-259,自我
03-260,自我
03-261,他者
03-262,自我
03-263,符号
03-264,自我
03-265,自我
03-266,自我
03-267,他者
03-268,他者
03-269,他者
03-270,自我
03-271,自我
03-272,符号
03-273,自我
03-274,符号
03-275,世界
03-276,世界
03-277,符号
03-278,自我
03-279,符号
03-280,世界
03-281,自我
03-282,自我
03-283,自我
03-284,自我
03-285,自我
03-286,世界
03-287,自我
03-288,世界
03-289,世界
03-290,自我
03-291,自我
03-292,他者
03-293,自我
03-294,他者
03-295,同一
03-296,自我
03-297,自我
03-298,自我
03-299,自我
03-300,自我
